filename,year,doy,profile_idx,profile_num,date,index
RCA_sb_sp_temperature_2018_034_5310_5_V1.nc,2018,34,5310,5,2018-02-03,282
RCA_sb_sp_temperature_2018_034_5311_6_V1.nc,2018,34,5311,6,2018-02-03,283
RCA_sb_sp_temperature_2018_034_5312_7_V1.nc,2018,34,5312,7,2018-02-03,284
RCA_sb_sp_temperature_2018_034_5313_8_V1.nc,2018,34,5313,8,2018-02-03,285
RCA_sb_sp_temperature_2018_034_5314_9_V1.nc,2018,34,5314,9,2018-02-03,286
RCA_sb_sp_temperature_2018_035_5315_1_V1.nc,2018,35,5315,1,2018-02-04,287
RCA_sb_sp_temperature_2018_035_5316_2_V1.nc,2018,35,5316,2,2018-02-04,288
RCA_sb_sp_temperature_2018_035_5317_3_V1.nc,2018,35,5317,3,2018-02-04,289
RCA_sb_sp_temperature_2018_035_5318_4_V1.nc,2018,35,5318,4,2018-02-04,290
RCA_sb_sp_temperature_2018_035_5319_5_V1.nc,2018,35,5319,5,2018-02-04,291
RCA_sb_sp_temperature_2018_035_5320_6_V1.nc,2018,35,5320,6,2018-02-04,292
RCA_sb_sp_temperature_2018_035_5321_7_V1.nc,2018,35,5321,7,2018-02-04,293
RCA_sb_sp_temperature_2018_035_5322_8_V1.nc,2018,35,5322,8,2018-02-04,294
RCA_sb_sp_temperature_2018_035_5323_9_V1.nc,2018,35,5323,9,2018-02-04,295
RCA_sb_sp_temperature_2018_036_5324_1_V1.nc,2018,36,5324,1,2018-02-05,296
RCA_sb_sp_temperature_2018_036_5325_2_V1.nc,2018,36,5325,2,2018-02-05,297
RCA_sb_sp_temperature_2018_036_5326_3_V1.nc,2018,36,5326,3,2018-02-05,298
RCA_sb_sp_temperature_2018_036_5327_4_V1.nc,2018,36,5327,4,2018-02-05,299
RCA_sb_sp_temperature_2018_036_5328_5_V1.nc,2018,36,5328,5,2018-02-05,300
RCA_sb_sp_temperature_2018_036_5329_6_V1.nc,2018,36,5329,6,2018-02-05,301
RCA_sb_sp_temperature_2018_036_5330_7_V1.nc,2018,36,5330,7,2018-02-05,302
RCA_sb_sp_temperature_2018_036_5331_8_V1.nc,2018,36,5331,8,2018-02-05,303
RCA_sb_sp_temperature_2018_036_5332_9_V1.nc,2018,36,5332,9,2018-02-05,304
RCA_sb_sp_temperature_2018_037_5333_1_V1.nc,2018,37,5333,1,2018-02-06,305
RCA_sb_sp_temperature_2018_037_5334_2_V1.nc,2018,37,5334,2,2018-02-06,306
RCA_sb_sp_temperature_2018_037_5335_3_V1.nc,2018,37,5335,3,2018-02-06,307
RCA_sb_sp_temperature_2018_037_5336_4_V1.nc,2018,37,5336,4,2018-02-06,308
RCA_sb_sp_temperature_2018_037_5337_5_V1.nc,2018,37,5337,5,2018-02-06,309
RCA_sb_sp_temperature_2018_037_5338_6_V1.nc,2018,37,5338,6,2018-02-06,310
RCA_sb_sp_temperature_2018_037_5339_7_V1.nc,2018,37,5339,7,2018-02-06,311
RCA_sb_sp_temperature_2018_037_5340_8_V1.nc,2018,37,5340,8,2018-02-06,312
RCA_sb_sp_temperature_2018_037_5341_9_V1.nc,2018,37,5341,9,2018-02-06,313
RCA_sb_sp_temperature_2018_038_5342_1_V1.nc,2018,38,5342,1,2018-02-07,314
RCA_sb_sp_temperature_2018_038_5343_2_V1.nc,2018,38,5343,2,2018-02-07,315
RCA_sb_sp_temperature_2018_038_5344_3_V1.nc,2018,38,5344,3,2018-02-07,316
RCA_sb_sp_temperature_2018_038_5345_4_V1.nc,2018,38,5345,4,2018-02-07,317
RCA_sb_sp_temperature_2018_038_5346_5_V1.nc,2018,38,5346,5,2018-02-07,318
RCA_sb_sp_temperature_2018_038_5347_6_V1.nc,2018,38,5347,6,2018-02-07,319
RCA_sb_sp_temperature_2018_038_5348_7_V1.nc,2018,38,5348,7,2018-02-07,320
RCA_sb_sp_temperature_2018_038_5349_8_V1.nc,2018,38,5349,8,2018-02-07,321
RCA_sb_sp_temperature_2018_038_5350_9_V1.nc,2018,38,5350,9,2018-02-07,322
RCA_sb_sp_temperature_2018_039_5351_1_V1.nc,2018,39,5351,1,2018-02-08,323
RCA_sb_sp_temperature_2018_039_5352_2_V1.nc,2018,39,5352,2,2018-02-08,324
RCA_sb_sp_temperature_2018_039_5353_3_V1.nc,2018,39,5353,3,2018-02-08,325
RCA_sb_sp_temperature_2018_039_5354_4_V1.nc,2018,39,5354,4,2018-02-08,326
RCA_sb_sp_temperature_2018_039_5355_5_V1.nc,2018,39,5355,5,2018-02-08,327
RCA_sb_sp_temperature_2018_039_5356_6_V1.nc,2018,39,5356,6,2018-02-08,328
RCA_sb_sp_temperature_2018_039_5357_7_V1.nc,2018,39,5357,7,2018-02-08,329
RCA_sb_sp_temperature_2018_039_5358_8_V1.nc,2018,39,5358,8,2018-02-08,330
RCA_sb_sp_temperature_2018_039_5359_9_V1.nc,2018,39,5359,9,2018-02-08,331
RCA_sb_sp_temperature_2018_040_5360_1_V1.nc,2018,40,5360,1,2018-02-09,332
RCA_sb_sp_temperature_2018_040_5361_2_V1.nc,2018,40,5361,2,2018-02-09,333
RCA_sb_sp_temperature_2018_040_5362_3_V1.nc,2018,40,5362,3,2018-02-09,334
RCA_sb_sp_temperature_2018_040_5363_4_V1.nc,2018,40,5363,4,2018-02-09,335
RCA_sb_sp_temperature_2018_040_5364_5_V1.nc,2018,40,5364,5,2018-02-09,336
RCA_sb_sp_temperature_2018_040_5365_6_V1.nc,2018,40,5365,6,2018-02-09,337
RCA_sb_sp_temperature_2018_040_5366_7_V1.nc,2018,40,5366,7,2018-02-09,338
RCA_sb_sp_temperature_2018_040_5367_8_V1.nc,2018,40,5367,8,2018-02-09,339
RCA_sb_sp_temperature_2018_040_5368_9_V1.nc,2018,40,5368,9,2018-02-09,340
RCA_sb_sp_temperature_2018_041_5369_1_V1.nc,2018,41,5369,1,2018-02-10,341
RCA_sb_sp_temperature_2018_041_5370_2_V1.nc,2018,41,5370,2,2018-02-10,342
RCA_sb_sp_temperature_2018_041_5371_3_V1.nc,2018,41,5371,3,2018-02-10,343
RCA_sb_sp_temperature_2018_041_5372_4_V1.nc,2018,41,5372,4,2018-02-10,344
RCA_sb_sp_temperature_2018_041_5373_5_V1.nc,2018,41,5373,5,2018-02-10,345
RCA_sb_sp_temperature_2018_041_5374_6_V1.nc,2018,41,5374,6,2018-02-10,346
RCA_sb_sp_temperature_2018_041_5375_7_V1.nc,2018,41,5375,7,2018-02-10,347
RCA_sb_sp_temperature_2018_041_5376_8_V1.nc,2018,41,5376,8,2018-02-10,348
RCA_sb_sp_temperature_2018_041_5377_9_V1.nc,2018,41,5377,9,2018-02-10,349
RCA_sb_sp_temperature_2018_042_5378_1_V1.nc,2018,42,5378,1,2018-02-11,350
RCA_sb_sp_temperature_2018_042_5379_2_V1.nc,2018,42,5379,2,2018-02-11,351
RCA_sb_sp_temperature_2018_042_5380_3_V1.nc,2018,42,5380,3,2018-02-11,352
RCA_sb_sp_temperature_2018_042_5381_4_V1.nc,2018,42,5381,4,2018-02-11,353
RCA_sb_sp_temperature_2018_042_5382_5_V1.nc,2018,42,5382,5,2018-02-11,354
RCA_sb_sp_temperature_2018_042_5383_6_V1.nc,2018,42,5383,6,2018-02-11,355
RCA_sb_sp_temperature_2018_042_5384_7_V1.nc,2018,42,5384,7,2018-02-11,356
RCA_sb_sp_temperature_2018_042_5385_8_V1.nc,2018,42,5385,8,2018-02-11,357
RCA_sb_sp_temperature_2018_042_5386_9_V1.nc,2018,42,5386,9,2018-02-11,358
RCA_sb_sp_temperature_2018_043_5387_1_V1.nc,2018,43,5387,1,2018-02-12,359
RCA_sb_sp_temperature_2018_043_5388_2_V1.nc,2018,43,5388,2,2018-02-12,360
RCA_sb_sp_temperature_2018_043_5389_3_V1.nc,2018,43,5389,3,2018-02-12,361
RCA_sb_sp_temperature_2018_043_5390_4_V1.nc,2018,43,5390,4,2018-02-12,362
RCA_sb_sp_temperature_2018_043_5391_5_V1.nc,2018,43,5391,5,2018-02-12,363
RCA_sb_sp_temperature_2018_043_5392_6_V1.nc,2018,43,5392,6,2018-02-12,364
RCA_sb_sp_temperature_2018_043_5393_7_V1.nc,2018,43,5393,7,2018-02-12,365
RCA_sb_sp_temperature_2018_043_5394_8_V1.nc,2018,43,5394,8,2018-02-12,366
RCA_sb_sp_temperature_2018_043_5395_9_V1.nc,2018,43,5395,9,2018-02-12,367
RCA_sb_sp_temperature_2018_044_5396_1_V1.nc,2018,44,5396,1,2018-02-13,368
RCA_sb_sp_temperature_2018_044_5397_2_V1.nc,2018,44,5397,2,2018-02-13,369
RCA_sb_sp_temperature_2018_044_5398_3_V1.nc,2018,44,5398,3,2018-02-13,370
RCA_sb_sp_temperature_2018_044_5399_4_V1.nc,2018,44,5399,4,2018-02-13,371
RCA_sb_sp_temperature_2018_044_5400_5_V1.nc,2018,44,5400,5,2018-02-13,372
RCA_sb_sp_temperature_2018_044_5401_6_V1.nc,2018,44,5401,6,2018-02-13,373
RCA_sb_sp_temperature_2018_044_5402_7_V1.nc,2018,44,5402,7,2018-02-13,374
RCA_sb_sp_temperature_2018_044_5403_8_V1.nc,2018,44,5403,8,2018-02-13,375
RCA_sb_sp_temperature_2018_044_5404_9_V1.nc,2018,44,5404,9,2018-02-13,376
RCA_sb_sp_temperature_2018_045_5405_1_V1.nc,2018,45,5405,1,2018-02-14,377
RCA_sb_sp_temperature_2018_045_5406_2_V1.nc,2018,45,5406,2,2018-02-14,378
RCA_sb_sp_temperature_2018_045_5407_3_V1.nc,2018,45,5407,3,2018-02-14,379
RCA_sb_sp_temperature_2018_045_5408_4_V1.nc,2018,45,5408,4,2018-02-14,380
RCA_sb_sp_temperature_2018_045_5409_5_V1.nc,2018,45,5409,5,2018-02-14,381
RCA_sb_sp_temperature_2018_045_5410_6_V1.nc,2018,45,5410,6,2018-02-14,382
RCA_sb_sp_temperature_2018_045_5411_7_V1.nc,2018,45,5411,7,2018-02-14,383
RCA_sb_sp_temperature_2018_045_5412_8_V1.nc,2018,45,5412,8,2018-02-14,384
RCA_sb_sp_temperature_2018_045_5413_9_V1.nc,2018,45,5413,9,2018-02-14,385
RCA_sb_sp_temperature_2018_046_5414_1_V1.nc,2018,46,5414,1,2018-02-15,386
RCA_sb_sp_temperature_2018_046_5415_2_V1.nc,2018,46,5415,2,2018-02-15,387
RCA_sb_sp_temperature_2018_046_5416_3_V1.nc,2018,46,5416,3,2018-02-15,388
RCA_sb_sp_temperature_2018_046_5417_4_V1.nc,2018,46,5417,4,2018-02-15,389
RCA_sb_sp_temperature_2018_046_5418_5_V1.nc,2018,46,5418,5,2018-02-15,390
RCA_sb_sp_temperature_2018_046_5419_6_V1.nc,2018,46,5419,6,2018-02-15,391
RCA_sb_sp_temperature_2018_046_5420_7_V1.nc,2018,46,5420,7,2018-02-15,392
RCA_sb_sp_temperature_2018_046_5421_8_V1.nc,2018,46,5421,8,2018-02-15,393
RCA_sb_sp_temperature_2018_046_5422_9_V1.nc,2018,46,5422,9,2018-02-15,394
RCA_sb_sp_temperature_2018_047_5423_1_V1.nc,2018,47,5423,1,2018-02-16,395
RCA_sb_sp_temperature_2018_047_5424_2_V1.nc,2018,47,5424,2,2018-02-16,396
RCA_sb_sp_temperature_2018_047_5425_3_V1.nc,2018,47,5425,3,2018-02-16,397
RCA_sb_sp_temperature_2018_047_5426_4_V1.nc,2018,47,5426,4,2018-02-16,398
RCA_sb_sp_temperature_2018_047_5427_5_V1.nc,2018,47,5427,5,2018-02-16,399
RCA_sb_sp_temperature_2018_047_5428_6_V1.nc,2018,47,5428,6,2018-02-16,400
RCA_sb_sp_temperature_2018_047_5429_7_V1.nc,2018,47,5429,7,2018-02-16,401
RCA_sb_sp_temperature_2018_047_5430_8_V1.nc,2018,47,5430,8,2018-02-16,402
RCA_sb_sp_temperature_2018_047_5431_9_V1.nc,2018,47,5431,9,2018-02-16,403
RCA_sb_sp_temperature_2018_048_5432_1_V1.nc,2018,48,5432,1,2018-02-17,404
RCA_sb_sp_temperature_2018_048_5433_2_V1.nc,2018,48,5433,2,2018-02-17,405
RCA_sb_sp_temperature_2018_048_5434_3_V1.nc,2018,48,5434,3,2018-02-17,406
RCA_sb_sp_temperature_2018_048_5435_4_V1.nc,2018,48,5435,4,2018-02-17,407
RCA_sb_sp_temperature_2018_048_5436_5_V1.nc,2018,48,5436,5,2018-02-17,408
RCA_sb_sp_temperature_2018_048_5437_6_V1.nc,2018,48,5437,6,2018-02-17,409
RCA_sb_sp_temperature_2018_048_5438_7_V1.nc,2018,48,5438,7,2018-02-17,410
RCA_sb_sp_temperature_2018_048_5439_8_V1.nc,2018,48,5439,8,2018-02-17,411
RCA_sb_sp_temperature_2018_048_5440_9_V1.nc,2018,48,5440,9,2018-02-17,412
RCA_sb_sp_temperature_2018_049_5441_1_V1.nc,2018,49,5441,1,2018-02-18,413
RCA_sb_sp_temperature_2018_049_5442_2_V1.nc,2018,49,5442,2,2018-02-18,414
RCA_sb_sp_temperature_2018_049_5443_3_V1.nc,2018,49,5443,3,2018-02-18,415
RCA_sb_sp_temperature_2018_049_5444_4_V1.nc,2018,49,5444,4,2018-02-18,416
RCA_sb_sp_temperature_2018_049_5445_5_V1.nc,2018,49,5445,5,2018-02-18,417
RCA_sb_sp_temperature_2018_049_5446_6_V1.nc,2018,49,5446,6,2018-02-18,418
RCA_sb_sp_temperature_2018_049_5447_7_V1.nc,2018,49,5447,7,2018-02-18,419
RCA_sb_sp_temperature_2018_049_5448_8_V1.nc,2018,49,5448,8,2018-02-18,420
RCA_sb_sp_temperature_2018_049_5449_9_V1.nc,2018,49,5449,9,2018-02-18,421
RCA_sb_sp_temperature_2018_050_5450_1_V1.nc,2018,50,5450,1,2018-02-19,422
RCA_sb_sp_temperature_2018_050_5451_2_V1.nc,2018,50,5451,2,2018-02-19,423
RCA_sb_sp_temperature_2018_050_5452_3_V1.nc,2018,50,5452,3,2018-02-19,424
RCA_sb_sp_temperature_2018_050_5453_4_V1.nc,2018,50,5453,4,2018-02-19,425
RCA_sb_sp_temperature_2018_050_5454_5_V1.nc,2018,50,5454,5,2018-02-19,426
RCA_sb_sp_temperature_2018_050_5455_6_V1.nc,2018,50,5455,6,2018-02-19,427
RCA_sb_sp_temperature_2018_050_5456_7_V1.nc,2018,50,5456,7,2018-02-19,428
RCA_sb_sp_temperature_2018_050_5457_8_V1.nc,2018,50,5457,8,2018-02-19,429
RCA_sb_sp_temperature_2018_050_5458_9_V1.nc,2018,50,5458,9,2018-02-19,430
RCA_sb_sp_temperature_2018_051_5459_1_V1.nc,2018,51,5459,1,2018-02-20,431
RCA_sb_sp_temperature_2018_051_5460_2_V1.nc,2018,51,5460,2,2018-02-20,432
RCA_sb_sp_temperature_2018_051_5461_3_V1.nc,2018,51,5461,3,2018-02-20,433
RCA_sb_sp_temperature_2018_051_5462_4_V1.nc,2018,51,5462,4,2018-02-20,434
RCA_sb_sp_temperature_2018_051_5463_5_V1.nc,2018,51,5463,5,2018-02-20,435
RCA_sb_sp_temperature_2018_051_5464_6_V1.nc,2018,51,5464,6,2018-02-20,436
RCA_sb_sp_temperature_2018_051_5465_7_V1.nc,2018,51,5465,7,2018-02-20,437
RCA_sb_sp_temperature_2018_051_5466_8_V1.nc,2018,51,5466,8,2018-02-20,438
RCA_sb_sp_temperature_2018_052_5467_1_V1.nc,2018,52,5467,1,2018-02-21,439
RCA_sb_sp_temperature_2018_052_5468_2_V1.nc,2018,52,5468,2,2018-02-21,440
RCA_sb_sp_temperature_2018_052_5469_3_V1.nc,2018,52,5469,3,2018-02-21,441
RCA_sb_sp_temperature_2018_052_5470_4_V1.nc,2018,52,5470,4,2018-02-21,442
RCA_sb_sp_temperature_2018_052_5471_5_V1.nc,2018,52,5471,5,2018-02-21,443
RCA_sb_sp_temperature_2018_052_5472_6_V1.nc,2018,52,5472,6,2018-02-21,444
RCA_sb_sp_temperature_2018_052_5473_7_V1.nc,2018,52,5473,7,2018-02-21,445
RCA_sb_sp_temperature_2018_052_5474_8_V1.nc,2018,52,5474,8,2018-02-21,446
RCA_sb_sp_temperature_2018_052_5475_9_V1.nc,2018,52,5475,9,2018-02-21,447
RCA_sb_sp_temperature_2018_053_5476_1_V1.nc,2018,53,5476,1,2018-02-22,448
RCA_sb_sp_temperature_2018_053_5477_2_V1.nc,2018,53,5477,2,2018-02-22,449
RCA_sb_sp_temperature_2018_053_5478_3_V1.nc,2018,53,5478,3,2018-02-22,450
RCA_sb_sp_temperature_2018_053_5479_4_V1.nc,2018,53,5479,4,2018-02-22,451
RCA_sb_sp_temperature_2018_053_5480_5_V1.nc,2018,53,5480,5,2018-02-22,452
RCA_sb_sp_temperature_2018_053_5481_6_V1.nc,2018,53,5481,6,2018-02-22,453
RCA_sb_sp_temperature_2018_053_5482_7_V1.nc,2018,53,5482,7,2018-02-22,454
RCA_sb_sp_temperature_2018_053_5483_8_V1.nc,2018,53,5483,8,2018-02-22,455
RCA_sb_sp_temperature_2018_053_5484_9_V1.nc,2018,53,5484,9,2018-02-22,456
RCA_sb_sp_temperature_2018_055_5485_1_V1.nc,2018,55,5485,1,2018-02-24,457
RCA_sb_sp_temperature_2018_055_5486_2_V1.nc,2018,55,5486,2,2018-02-24,458
RCA_sb_sp_temperature_2018_055_5487_3_V1.nc,2018,55,5487,3,2018-02-24,459
RCA_sb_sp_temperature_2018_055_5488_4_V1.nc,2018,55,5488,4,2018-02-24,460
RCA_sb_sp_temperature_2018_055_5489_5_V1.nc,2018,55,5489,5,2018-02-24,461
RCA_sb_sp_temperature_2018_055_5490_6_V1.nc,2018,55,5490,6,2018-02-24,462
RCA_sb_sp_temperature_2018_055_5491_7_V1.nc,2018,55,5491,7,2018-02-24,463
RCA_sb_sp_temperature_2018_055_5492_8_V1.nc,2018,55,5492,8,2018-02-24,464
RCA_sb_sp_temperature_2018_055_5493_9_V1.nc,2018,55,5493,9,2018-02-24,465
RCA_sb_sp_temperature_2018_056_5494_1_V1.nc,2018,56,5494,1,2018-02-25,466
RCA_sb_sp_temperature_2018_056_5495_2_V1.nc,2018,56,5495,2,2018-02-25,467
RCA_sb_sp_temperature_2018_056_5496_3_V1.nc,2018,56,5496,3,2018-02-25,468
RCA_sb_sp_temperature_2018_056_5497_4_V1.nc,2018,56,5497,4,2018-02-25,469
RCA_sb_sp_temperature_2018_056_5498_5_V1.nc,2018,56,5498,5,2018-02-25,470
RCA_sb_sp_temperature_2018_056_5499_6_V1.nc,2018,56,5499,6,2018-02-25,471
RCA_sb_sp_temperature_2018_056_5500_7_V1.nc,2018,56,5500,7,2018-02-25,472
RCA_sb_sp_temperature_2018_056_5501_8_V1.nc,2018,56,5501,8,2018-02-25,473
RCA_sb_sp_temperature_2018_056_5502_9_V1.nc,2018,56,5502,9,2018-02-25,474
RCA_sb_sp_temperature_2018_057_5503_1_V1.nc,2018,57,5503,1,2018-02-26,475
RCA_sb_sp_temperature_2018_057_5504_2_V1.nc,2018,57,5504,2,2018-02-26,476
RCA_sb_sp_temperature_2018_057_5505_3_V1.nc,2018,57,5505,3,2018-02-26,477
RCA_sb_sp_temperature_2018_057_5506_4_V1.nc,2018,57,5506,4,2018-02-26,478
RCA_sb_sp_temperature_2018_057_5507_5_V1.nc,2018,57,5507,5,2018-02-26,479
RCA_sb_sp_temperature_2018_057_5508_6_V1.nc,2018,57,5508,6,2018-02-26,480
RCA_sb_sp_temperature_2018_057_5509_7_V1.nc,2018,57,5509,7,2018-02-26,481
RCA_sb_sp_temperature_2018_057_5510_8_V1.nc,2018,57,5510,8,2018-02-26,482
RCA_sb_sp_temperature_2018_057_5511_9_V1.nc,2018,57,5511,9,2018-02-26,483
RCA_sb_sp_temperature_2018_058_5512_1_V1.nc,2018,58,5512,1,2018-02-27,484
RCA_sb_sp_temperature_2018_058_5513_2_V1.nc,2018,58,5513,2,2018-02-27,485
RCA_sb_sp_temperature_2018_058_5514_3_V1.nc,2018,58,5514,3,2018-02-27,486
RCA_sb_sp_temperature_2018_058_5515_4_V1.nc,2018,58,5515,4,2018-02-27,487
RCA_sb_sp_temperature_2018_058_5516_5_V1.nc,2018,58,5516,5,2018-02-27,488
RCA_sb_sp_temperature_2018_058_5517_6_V1.nc,2018,58,5517,6,2018-02-27,489
RCA_sb_sp_temperature_2018_058_5518_7_V1.nc,2018,58,5518,7,2018-02-27,490
RCA_sb_sp_temperature_2018_058_5519_8_V1.nc,2018,58,5519,8,2018-02-27,491
RCA_sb_sp_temperature_2018_058_5520_9_V1.nc,2018,58,5520,9,2018-02-27,492
RCA_sb_sp_temperature_2018_059_5521_1_V1.nc,2018,59,5521,1,2018-02-28,493
RCA_sb_sp_temperature_2018_059_5522_2_V1.nc,2018,59,5522,2,2018-02-28,494
RCA_sb_sp_temperature_2018_059_5523_3_V1.nc,2018,59,5523,3,2018-02-28,495
RCA_sb_sp_temperature_2018_059_5524_4_V1.nc,2018,59,5524,4,2018-02-28,496
RCA_sb_sp_temperature_2018_059_5525_5_V1.nc,2018,59,5525,5,2018-02-28,497
RCA_sb_sp_temperature_2018_059_5526_6_V1.nc,2018,59,5526,6,2018-02-28,498
RCA_sb_sp_temperature_2018_059_5527_7_V1.nc,2018,59,5527,7,2018-02-28,499
RCA_sb_sp_temperature_2018_059_5528_8_V1.nc,2018,59,5528,8,2018-02-28,500
RCA_sb_sp_temperature_2018_059_5529_9_V1.nc,2018,59,5529,9,2018-02-28,501
RCA_sb_sp_temperature_2018_060_5530_1_V1.nc,2018,60,5530,1,2018-03-01,502
RCA_sb_sp_temperature_2018_060_5531_2_V1.nc,2018,60,5531,2,2018-03-01,503
RCA_sb_sp_temperature_2018_060_5532_3_V1.nc,2018,60,5532,3,2018-03-01,504
RCA_sb_sp_temperature_2018_060_5533_4_V1.nc,2018,60,5533,4,2018-03-01,505
RCA_sb_sp_temperature_2018_060_5534_5_V1.nc,2018,60,5534,5,2018-03-01,506
RCA_sb_sp_temperature_2018_060_5535_6_V1.nc,2018,60,5535,6,2018-03-01,507
RCA_sb_sp_temperature_2018_060_5536_7_V1.nc,2018,60,5536,7,2018-03-01,508
RCA_sb_sp_temperature_2018_060_5537_8_V1.nc,2018,60,5537,8,2018-03-01,509
RCA_sb_sp_temperature_2018_060_5538_9_V1.nc,2018,60,5538,9,2018-03-01,510
RCA_sb_sp_temperature_2018_061_5539_1_V1.nc,2018,61,5539,1,2018-03-02,511
RCA_sb_sp_temperature_2018_061_5540_2_V1.nc,2018,61,5540,2,2018-03-02,512
RCA_sb_sp_temperature_2018_061_5541_3_V1.nc,2018,61,5541,3,2018-03-02,513
RCA_sb_sp_temperature_2018_061_5542_4_V1.nc,2018,61,5542,4,2018-03-02,514
RCA_sb_sp_temperature_2018_061_5543_5_V1.nc,2018,61,5543,5,2018-03-02,515
RCA_sb_sp_temperature_2018_061_5544_6_V1.nc,2018,61,5544,6,2018-03-02,516
RCA_sb_sp_temperature_2018_061_5545_7_V1.nc,2018,61,5545,7,2018-03-02,517
RCA_sb_sp_temperature_2018_061_5546_8_V1.nc,2018,61,5546,8,2018-03-02,518
RCA_sb_sp_temperature_2018_061_5547_9_V1.nc,2018,61,5547,9,2018-03-02,519
RCA_sb_sp_temperature_2018_062_5548_1_V1.nc,2018,62,5548,1,2018-03-03,520
RCA_sb_sp_temperature_2018_062_5549_2_V1.nc,2018,62,5549,2,2018-03-03,521
RCA_sb_sp_temperature_2018_062_5550_3_V1.nc,2018,62,5550,3,2018-03-03,522
RCA_sb_sp_temperature_2018_062_5551_4_V1.nc,2018,62,5551,4,2018-03-03,523
RCA_sb_sp_temperature_2018_062_5552_5_V1.nc,2018,62,5552,5,2018-03-03,524
RCA_sb_sp_temperature_2018_062_5553_6_V1.nc,2018,62,5553,6,2018-03-03,525
RCA_sb_sp_temperature_2018_062_5554_7_V1.nc,2018,62,5554,7,2018-03-03,526
RCA_sb_sp_temperature_2018_062_5555_8_V1.nc,2018,62,5555,8,2018-03-03,527
RCA_sb_sp_temperature_2018_062_5556_9_V1.nc,2018,62,5556,9,2018-03-03,528
RCA_sb_sp_temperature_2018_063_5557_1_V1.nc,2018,63,5557,1,2018-03-04,529
RCA_sb_sp_temperature_2018_063_5558_2_V1.nc,2018,63,5558,2,2018-03-04,530
RCA_sb_sp_temperature_2018_063_5559_3_V1.nc,2018,63,5559,3,2018-03-04,531
RCA_sb_sp_temperature_2018_063_5560_4_V1.nc,2018,63,5560,4,2018-03-04,532
RCA_sb_sp_temperature_2018_063_5561_5_V1.nc,2018,63,5561,5,2018-03-04,533
RCA_sb_sp_temperature_2018_063_5562_6_V1.nc,2018,63,5562,6,2018-03-04,534
RCA_sb_sp_temperature_2018_063_5563_7_V1.nc,2018,63,5563,7,2018-03-04,535
RCA_sb_sp_temperature_2018_063_5564_8_V1.nc,2018,63,5564,8,2018-03-04,536
RCA_sb_sp_temperature_2018_063_5565_9_V1.nc,2018,63,5565,9,2018-03-04,537
RCA_sb_sp_temperature_2018_064_5566_1_V1.nc,2018,64,5566,1,2018-03-05,538
RCA_sb_sp_temperature_2018_064_5567_2_V1.nc,2018,64,5567,2,2018-03-05,539
RCA_sb_sp_temperature_2018_064_5568_3_V1.nc,2018,64,5568,3,2018-03-05,540
RCA_sb_sp_temperature_2018_064_5569_4_V1.nc,2018,64,5569,4,2018-03-05,541
RCA_sb_sp_temperature_2018_064_5570_5_V1.nc,2018,64,5570,5,2018-03-05,542
RCA_sb_sp_temperature_2018_064_5571_6_V1.nc,2018,64,5571,6,2018-03-05,543
RCA_sb_sp_temperature_2018_064_5572_7_V1.nc,2018,64,5572,7,2018-03-05,544
RCA_sb_sp_temperature_2018_064_5573_8_V1.nc,2018,64,5573,8,2018-03-05,545
RCA_sb_sp_temperature_2018_064_5574_9_V1.nc,2018,64,5574,9,2018-03-05,546
RCA_sb_sp_temperature_2018_065_5575_1_V1.nc,2018,65,5575,1,2018-03-06,547
RCA_sb_sp_temperature_2018_065_5576_2_V1.nc,2018,65,5576,2,2018-03-06,548
RCA_sb_sp_temperature_2018_065_5577_3_V1.nc,2018,65,5577,3,2018-03-06,549
RCA_sb_sp_temperature_2018_065_5578_4_V1.nc,2018,65,5578,4,2018-03-06,550
RCA_sb_sp_temperature_2018_066_5579_1_V1.nc,2018,66,5579,1,2018-03-07,551
RCA_sb_sp_temperature_2018_066_5580_2_V1.nc,2018,66,5580,2,2018-03-07,552
RCA_sb_sp_temperature_2018_066_5581_3_V1.nc,2018,66,5581,3,2018-03-07,553
RCA_sb_sp_temperature_2018_066_5582_4_V1.nc,2018,66,5582,4,2018-03-07,554
RCA_sb_sp_temperature_2018_066_5583_5_V1.nc,2018,66,5583,5,2018-03-07,555
RCA_sb_sp_temperature_2018_066_5584_6_V1.nc,2018,66,5584,6,2018-03-07,556
RCA_sb_sp_temperature_2018_066_5585_7_V1.nc,2018,66,5585,7,2018-03-07,557
RCA_sb_sp_temperature_2018_066_5586_8_V1.nc,2018,66,5586,8,2018-03-07,558
RCA_sb_sp_temperature_2018_066_5587_9_V1.nc,2018,66,5587,9,2018-03-07,559
RCA_sb_sp_temperature_2018_067_5588_1_V1.nc,2018,67,5588,1,2018-03-08,560
RCA_sb_sp_temperature_2018_067_5589_2_V1.nc,2018,67,5589,2,2018-03-08,561
RCA_sb_sp_temperature_2018_067_5590_3_V1.nc,2018,67,5590,3,2018-03-08,562
RCA_sb_sp_temperature_2018_067_5591_4_V1.nc,2018,67,5591,4,2018-03-08,563
RCA_sb_sp_temperature_2018_067_5592_5_V1.nc,2018,67,5592,5,2018-03-08,564
RCA_sb_sp_temperature_2018_067_5593_6_V1.nc,2018,67,5593,6,2018-03-08,565
RCA_sb_sp_temperature_2018_067_5594_7_V1.nc,2018,67,5594,7,2018-03-08,566
