#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 03 28 12 50  25  5.3  6.9  2.82 10.00  7.22 298 1021.1   7.8  11.7 999.0 99.0 99.00
2016 03 28 13 50  16  5.9  7.4  2.73 12.12  7.30 291 1021.2   8.3  11.7 999.0 99.0 99.00
2016 03 28 14 50  21  6.7  8.3  2.74 12.12  7.02 305 1021.7   7.7  11.6 999.0 99.0 99.00
2016 03 28 15 50  10  8.3 10.0  2.80 12.12  7.18 295 1022.0   8.0  11.7 999.0 99.0 99.00
2016 03 28 16 50  10  8.4 10.0  2.70 12.12  6.98 298 1022.3   8.9  11.7 999.0 99.0 99.00
2016 03 28 17 50  13  8.2  9.6  2.74 12.12  7.11 297 1022.5   8.8  11.7 999.0 99.0 99.00
2016 03 28 18 50   2  8.2  9.7  2.57 12.12  6.90 280 1022.8   9.0  11.8 999.0 99.0 99.00
2016 03 28 19 50   3  8.4  9.8  2.68 12.12  6.94 287 1022.8   9.4  11.8 999.0 99.0 99.00
2016 03 28 20 50   2  9.5 11.5 99.00 99.00 99.00 999 1022.7   9.2  11.8 999.0 99.0 99.00
2016 03 28 21 50 353  7.8  9.4  2.69 10.00  6.84 299 1022.0   9.5  11.8 999.0 99.0 99.00
2016 03 28 22 50 356  8.5 11.4  2.84 11.43  7.30 297 1021.6   9.2  11.8 999.0 99.0 99.00
2016 03 28 23 50 350 10.0 11.6  2.67 10.81  6.58 305 1021.1  10.4  11.8 999.0 99.0 99.00
2016 03 29 00 50 353  8.9 10.3  2.73 10.81  6.66 293 1020.9  10.3  11.8 999.0 99.0 99.00
2016 03 29 01 50 343 10.2 11.6  2.74 10.81  6.48 314 1020.5  10.7  11.8 999.0 99.0 99.00
2016 03 29 02 50 353 10.3 11.9  2.84 10.00  6.33 308 1020.6  10.7  11.8 999.0 99.0 99.00
2016 03 29 03 50 356 10.4 12.1  2.70  9.09  6.13 311 1020.4  10.7  11.7 999.0 99.0 99.00
2016 03 29 04 50 352 10.5 12.8  2.89 10.00  6.38 313 1020.7  10.8  11.8 999.0 99.0 99.00
2016 03 29 05 50   2  9.7 11.4  2.81  9.09  6.22 299 1020.8  10.8  11.7 999.0 99.0 99.00
2016 03 29 06 50 356  9.7 11.1  2.83  9.09  6.28 302 1020.6  10.6  11.7 999.0 99.0 99.00
2016 03 29 07 50 360  9.5 11.8  2.81  9.09  6.34 296 1020.6  10.7  11.8 999.0 99.0 99.00
2016 03 29 08 50 359  9.0 10.9  2.95  9.09  6.49 305 1020.5  10.8  11.8 999.0 99.0 99.00
2016 03 29 09 50 359  9.9 12.0  2.99 12.12  6.66 272 1020.0  10.8  11.8 999.0 99.0 99.00
2016 03 29 10 50 354  9.9 11.8  3.16 10.81  6.92 288 1019.5  10.8  11.8 999.0 99.0 99.00
2016 03 29 11 50 354 10.6 12.4  3.04  8.33  6.66 311 1019.3  10.8  11.8 999.0 99.0 99.00
2016 03 29 12 50 360  9.7 11.1  2.60  8.33  6.65 309 1019.1  10.8  11.8 999.0 99.0 99.00
2016 03 29 13 50  19  7.3  8.7  2.76  9.09  6.72 304 1019.3  10.4  11.8 999.0 99.0 99.00
2016 03 29 14 50  14  7.0  8.1  2.59  9.09  6.88 306 1019.2   9.8  11.8 999.0 99.0 99.00
2016 03 29 15 50  14  7.2  8.9  2.53  9.09  6.78 317 1019.4  10.1  11.7 999.0 99.0 99.00
2016 03 29 16 50  12  7.8  9.3  2.64  9.09  6.79 301 1019.3  10.1  11.7 999.0 99.0 99.00
2016 03 29 17 50   8  8.5 10.2  2.53  8.33  6.54 302 1019.0  10.3  11.7 999.0 99.0 99.00
2016 03 29 18 50   3  9.6 11.0  2.45  8.33  6.38 318 1018.6  10.4  11.8 999.0 99.0 99.00
2016 03 29 19 50   2  8.2  9.5  2.32  8.33  6.13 319 1017.9  10.4  11.9 999.0 99.0 99.00
2016 03 29 20 50 348  8.4 10.1  2.27  9.09  6.35 324 1016.9  10.8  12.0 999.0 99.0 99.00
2016 03 29 21 50 347 10.1 11.9  2.33  9.09  6.38 337 1016.0  11.1  12.1 999.0 99.0 99.00
2016 03 29 22 50 352 10.4 12.5  2.41  8.33  6.05 337 1015.3  11.5  12.1 999.0 99.0 99.00
2016 03 29 23 50 349 12.9 14.8  2.42  9.09  5.55 325 1014.6  11.6  12.0 999.0 99.0 99.00
2016 03 30 00 50 348 12.5 15.0  2.53  9.09  5.47 334 1014.7  11.7  11.9 999.0 99.0 99.00
2016 03 30 01 50 357 12.2 14.5  2.44  9.09  5.45 321 1014.4  11.7  12.0 999.0 99.0 99.00
2016 03 30 02 50 359 10.9 13.4  2.28  9.09  5.27 334 1014.6  11.6  11.9 999.0 99.0 99.00
2016 03 30 03 50   4  9.3 10.9  2.18  9.09  5.35 341 1015.1  11.6  11.8 999.0 99.0 99.00
2016 03 30 04 50   4  8.5  9.7  2.14  9.09  5.57 330 1015.2  11.7  11.8 999.0 99.0 99.00
2016 03 30 05 50 358  7.9  9.5  2.00 10.00  5.89 292 1015.4  11.8  11.8 999.0 99.0 99.00
2016 03 30 06 50   9  7.8  9.2  1.97  9.09  5.85 328 1015.2  11.9  11.8 999.0 99.0 99.00
2016 03 30 07 50 351  8.1  9.3  1.96  9.09  6.11 328 1015.0  11.8  11.8 999.0 99.0 99.00
2016 03 30 08 50   2  8.6  9.9  2.13  9.09  6.48 321 1014.5  11.7  11.8 999.0 99.0 99.00
2016 03 30 09 50   6  7.7  8.8  2.14  9.09  6.37 335 1014.6  11.7  11.9 999.0 99.0 99.00
2016 03 30 10 50   5  6.3  7.2  1.93  9.09  6.38 325 1014.7  11.8  11.8 999.0 99.0 99.00
2016 03 30 11 50 348  6.4  7.4  1.81  8.33  6.09 327 1014.7  11.8  11.8 999.0 99.0 99.00
2016 03 30 12 50 354  6.8  8.2  1.95  8.33  6.18 329 1014.7  11.8  11.7 999.0 99.0 99.00
2016 03 30 13 50   4  7.8  9.1  1.95  9.09  6.39 332 1015.0  11.6  11.7 999.0 99.0 99.00
2016 03 30 14 50   7  7.2  8.4  1.95  9.09  6.17 331 1015.1  11.6  11.7 999.0 99.0 99.00
2016 03 30 15 50  15  6.1  7.1  1.75  8.33  6.10 325 1015.6  11.7  11.6 999.0 99.0 99.00
2016 03 30 16 50  28  5.9  6.9  1.88  8.33  6.22 324 1016.0  11.5  11.8 999.0 99.0 99.00
2016 03 30 17 50  12  6.3  7.4  1.79  9.09  6.28 336 1016.2  11.6  11.8 999.0 99.0 99.00
2016 03 30 18 50  12  5.4  6.2  1.79 13.79  6.56 294 1016.2  11.9  11.9 999.0 99.0 99.00
2016 03 30 19 50 345  6.0  6.9  1.62 12.90  6.41 309 1016.4  12.3  12.0 999.0 99.0 99.00
2016 03 30 20 50 341  6.4  7.6  1.74  8.33  6.61 344 1016.5  12.5  12.0 999.0 99.0 99.00
2016 03 30 21 50 339  7.5  8.5  1.80 12.12  7.13 319 1016.1  12.4  12.1 999.0 99.0 99.00
2016 03 30 22 50 346  7.7  9.1  1.76 12.90  6.82 302 1015.7  12.6  12.1 999.0 99.0 99.00
2016 03 30 23 50 340  6.2  7.8  1.85 13.79  6.72 300 1015.5  12.7  12.2 999.0 99.0 99.00
2016 03 31 00 50 346  6.1  7.1  1.57 11.43  6.45 308 1015.5  12.8  12.2 999.0 99.0 99.00
2016 03 31 01 50 349  5.1  5.9  1.64 11.43  6.51 311 1016.0  12.8  12.3 999.0 99.0 99.00
2016 03 31 02 50 350  5.4  6.1  1.73 12.90  7.44 296 1016.2  12.6  12.1 999.0 99.0 99.00
2016 03 31 03 50 343  5.7  6.5  1.64 12.90  7.27 277 1016.7  12.5  12.1 999.0 99.0 99.00
2016 03 31 04 50 343  5.1  5.8  1.65 12.12  7.23 307 1017.4  12.3  11.9 999.0 99.0 99.00
2016 03 31 05 50 331  4.2  4.9  1.62 10.81  7.95 325 1017.7  12.1  11.9 999.0 99.0 99.00
2016 03 31 06 50 316  4.0  4.7  1.67 16.00  8.06 297 1017.7  12.0  12.1 999.0 99.0 99.00
2016 03 31 07 50 339  3.4  4.5  1.87 17.39  8.68 283 1018.4  12.0  12.1 999.0 99.0 99.00
2016 03 31 08 50   5  1.8  3.0  1.69 17.39  8.46 328 1018.5  12.0  12.1 999.0 99.0 99.00
2016 03 31 09 50  30  1.9  2.4  1.75 17.39  8.66 280 1018.9  11.8  12.0 999.0 99.0 99.00
2016 03 31 10 50  37  2.2  2.9  1.79 17.39  8.89 292 1018.6  11.6  12.0 999.0 99.0 99.00
2016 03 31 11 50  76  1.6  3.7  1.83 16.00  8.91 287 1018.7  10.9  11.9 999.0 99.0 99.00
2016 03 31 12 50  65  3.0  4.2  1.96 17.39  9.12 286 1018.7  11.4  11.7 999.0 99.0 99.00
2016 03 31 13 50 128  2.3  3.5  1.87 16.00  8.81 301 1019.2  11.1  11.7 999.0 99.0 99.00
2016 03 31 14 50 164  1.9  3.3  1.84 16.00  8.83 309 1019.8  11.0  11.8 999.0 99.0 99.00
2016 03 31 15 50  67  1.1  2.6  1.70 16.00  8.64 315 1019.9  11.0  11.8 999.0 99.0 99.00
2016 03 31 16 50 127  2.9  4.2  1.54 16.00  8.48 301 1020.0  10.9  11.9 999.0 99.0 99.00
2016 03 31 17 50 159  2.1  3.4  1.71 17.39  9.54 298 1020.1  10.9  12.0 999.0 99.0 99.00
2016 03 31 18 50 183  0.2  0.8  1.52 16.00  8.92 300 1020.4  11.5  12.5 999.0 99.0 99.00
2016 03 31 19 50 235  1.4  2.0  1.68 16.00  9.32 309 1020.7  11.5  13.3 999.0 99.0 99.00
2016 03 31 20 50 246  0.9  1.8  1.75 16.00  9.69 294 1020.6  11.9  14.0 999.0 99.0 99.00
2016 03 31 21 50 283  2.6  3.6  1.76 14.81  9.72 307 1020.5  12.1  14.0 999.0 99.0 99.00
2016 03 31 22 50 299  4.3  5.1  1.79 16.00  9.52 285 1020.1  12.0  13.2 999.0 99.0 99.00
2016 03 31 23 50 310  2.6  3.6  1.72 16.00  9.40 272 1020.4  12.0  12.9 999.0 99.0 99.00
2016 04 01 00 50 332  4.2  5.5  1.70 16.00  9.00 287 1020.8  10.9  12.7 999.0 99.0 99.00
2016 04 01 01 50  11  4.5  5.7  1.83 16.00  9.00 278 1020.7  10.7  12.6 999.0 99.0 99.00
2016 04 01 02 50  15  4.5  5.5  1.73 16.00  8.66 263 1020.8  11.1  12.5 999.0 99.0 99.00
2016 04 01 03 50   2  4.7  5.7  1.93 16.00  9.20 285 1021.1  11.1  12.3 999.0 99.0 99.00
2016 04 01 04 50   9  3.8  4.7  1.66 16.00  8.76 244 1021.5  11.2  12.4 999.0 99.0 99.00
2016 04 01 05 50  14  3.9  4.7  1.57 16.00  8.74 272 1021.5  11.4  12.5 999.0 99.0 99.00
2016 04 01 06 50 354  3.9  5.0  1.56 14.81  8.64 301 1021.7  11.5  12.3 999.0 99.0 99.00
2016 04 01 07 50 341  3.2  4.3  1.67 16.00  9.05 262 1021.8  11.4  12.3 999.0 99.0 99.00
2016 04 01 08 50 355  4.0  4.9  1.76 16.00  9.64 268 1021.5  11.4  12.2 999.0 99.0 99.00
2016 04 01 09 50 359  3.2  4.3  1.78 16.00  9.75 266 1021.5  11.3  12.0 999.0 99.0 99.00
2016 04 01 10 50 341  3.3  4.2  1.71 16.00  9.46 286 1021.3  11.4  12.1 999.0 99.0 99.00
2016 04 01 11 50  12  4.6  5.9  1.75 16.00  9.32 279 1020.8  11.5  12.2 999.0 99.0 99.00
2016 04 01 12 50 353  4.6  5.9  1.81 16.00  9.43 272 1021.0  11.4  12.1 999.0 99.0 99.00
2016 04 01 13 50 351  4.8  6.2  1.71 14.81  8.76 252 1021.3  11.1  12.1 999.0 99.0 99.00
2016 04 01 14 50 356  5.1  6.6  1.90 16.00  9.43 258 1021.8  11.2  12.1 999.0 99.0 99.00
2016 04 01 15 50 355  4.7  6.4  1.70 14.81  8.44 269 1022.2  11.0  12.2 999.0 99.0 99.00
2016 04 01 16 50   6  4.7  6.2  1.99 14.81  9.49 287 1022.4  11.2  12.3 999.0 99.0 99.00
2016 04 01 17 50 356  5.1  6.5  2.02 14.81  9.45 276 1022.6  11.3  12.4 999.0 99.0 99.00
2016 04 01 18 50 353  4.7  5.5  1.83 16.00  9.32 271 1023.0  11.3  12.5 999.0 99.0 99.00
2016 04 01 19 50 356  5.0  6.0  1.91 16.00  9.14 272 1022.8  11.3  12.4 999.0 99.0 99.00
2016 04 01 20 50 342  4.7  5.9  1.69 14.81  8.48 277 1022.9  11.3  12.5 999.0 99.0 99.00
2016 04 01 21 50 337  5.1  6.4  1.89 16.00  9.52 253 1022.8  11.3  12.7 999.0 99.0 99.00
2016 04 01 22 50 337  5.2  6.5  1.73 16.00  8.67 264 1022.3  11.2  12.7 999.0 99.0 99.00
2016 04 01 23 50 357  5.0  6.0  1.81 14.81  8.70 264 1022.1  11.3  12.7 999.0 99.0 99.00
2016 04 02 00 50 343  4.5  5.7  2.20 14.81 10.17 262 1022.0  11.5  12.7 999.0 99.0 99.00
2016 04 02 01 50 332  4.7  5.8  1.78 14.81  8.95 261 1021.9  11.6  12.7 999.0 99.0 99.00
2016 04 02 02 50 333  5.4  7.0  1.75 14.81  9.15 266 1022.1  11.4  12.6 999.0 99.0 99.00
2016 04 02 03 50 348  5.5  8.3  1.85 13.79  9.17 278 1022.5  11.5  12.5 999.0 99.0 99.00
2016 04 02 04 50 359  5.4  6.9  1.76 14.81  8.82 286 1022.8  11.4  12.5 999.0 99.0 99.00
2016 04 02 05 50 356  5.6  7.6  1.75 12.90  8.47 277 1022.7  11.4  12.4 999.0 99.0 99.00
2016 04 02 06 50 352  5.2  6.4  2.08 13.79  9.37 281 1022.9  11.3  12.5 999.0 99.0 99.00
2016 04 02 07 50 356  4.3  5.8  1.83 16.00  9.06 256 1022.8  11.2  12.5 999.0 99.0 99.00
2016 04 02 08 50  12  4.1  5.5  1.71 13.79  8.60 268 1022.8  11.1  12.4 999.0 99.0 99.00
2016 04 02 09 50  20  3.6  5.4  1.93 13.79  9.17 267 1022.7  11.1  12.5 999.0 99.0 99.00
2016 04 02 10 50   6  3.4  4.3  1.76 13.79  9.10 269 1022.5  11.0  12.5 999.0 99.0 99.00
2016 04 02 11 50 355  3.4  4.7  1.86 12.90  9.35 259 1022.5  10.9  12.4 999.0 99.0 99.00
2016 04 02 12 50 345  3.5  5.1  1.82 13.79  9.36 265 1022.6  10.8  12.4 999.0 99.0 99.00
2016 04 02 13 50   4  3.6  4.9  1.89 13.79  9.49 259 1022.7  10.7  12.3 999.0 99.0 99.00
2016 04 02 14 50  10  3.2  4.5  1.69 14.81  9.00 228 1022.7  10.5  12.3 999.0 99.0 99.00
2016 04 02 15 50  33  3.4  5.2  1.55 14.81  8.70 236 1022.6  10.3  12.4 999.0 99.0 99.00
2016 04 02 16 50   6  3.3  5.2  1.59 13.79  8.49 237 1022.8  10.2  12.4 999.0 99.0 99.00
2016 04 02 17 50  44  2.4  3.7  1.64 14.81  8.97 241 1022.8  10.2  12.4 999.0 99.0 99.00
2016 04 02 18 50  11  1.7  2.9  1.87 13.79  9.52 271 1022.8  10.6  12.8 999.0 99.0 99.00
2016 04 02 19 50 351  1.6  2.4  1.65 13.79  9.32 275 1022.5  10.6  12.9 999.0 99.0 99.00
2016 04 02 20 50 321  1.5  2.5  1.69 14.81  9.54 260 1022.2  10.8  13.4 999.0 99.0 99.00
2016 04 02 21 50 311  1.8  2.6  1.71 13.79  9.54 276 1022.1  11.0  13.3 999.0 99.0 99.00
2016 04 02 22 50 322  2.1  3.1  1.84 12.90 10.11 269 1021.8  11.1  13.4 999.0 99.0 99.00
2016 04 02 23 50 333  2.1  2.8  2.05 13.79 10.61 265 1021.5  11.2  13.3 999.0 99.0 99.00
2016 04 03 00 50 339  1.7  2.5  1.95 14.81 10.23 244 1021.2  11.3  13.1 999.0 99.0 99.00
2016 04 03 01 50  12  2.0  2.9  1.91 13.79 10.00 255 1020.8  11.2  13.2 999.0 99.0 99.00
2016 04 03 02 50 343  1.8  2.4  2.16 12.90 10.23 261 1020.7  11.1  12.6 999.0 99.0 99.00
2016 04 03 03 50  31  1.3  2.2  1.99 13.79 10.24 249 1020.5  11.1  12.8 999.0 99.0 99.00
2016 04 03 04 50 196  0.1  0.5  1.71 13.79  9.70 244 1020.7  11.0  12.7 999.0 99.0 99.00
2016 04 03 05 50 234  0.5  1.3  1.81 12.90  9.54 253 1020.6  11.0  12.4 999.0 99.0 99.00
2016 04 03 06 50 257  0.7  1.5  1.65 12.90  9.46 267 1020.7  11.0  12.3 999.0 99.0 99.00
2016 04 03 07 50 116  0.8  1.5  1.61 12.90  9.56 249 1020.7  10.9  12.1 999.0 99.0 99.00
2016 04 03 08 50 177  0.7  1.6  1.82 12.12 10.01 264 1020.4  10.9  12.5 999.0 99.0 99.00
2016 04 03 09 50 145  2.4  3.2  1.57 13.79  9.38 238 1019.7  11.1  12.5 999.0 99.0 99.00
2016 04 03 10 50 172  2.4  3.3  1.80 12.90 10.42 253 1019.2  11.0  12.4 999.0 99.0 99.00
2016 04 03 11 50 185  3.0  3.8  1.27 14.81  9.13 223 1018.7  11.1  12.3 999.0 99.0 99.00
2016 04 03 12 50 182  3.6  4.2  1.45 12.90  9.66 269 1018.2  11.2  12.3 999.0 99.0 99.00
2016 04 03 13 50 187  4.2  4.9  1.43 11.43  9.58 290 1018.0  11.3  12.2 999.0 99.0 99.00
2016 04 03 14 50 189  5.0  6.0  1.63 12.12  9.85 280 1017.9  11.5  12.2 999.0 99.0 99.00
2016 04 03 15 50 197  5.7  6.7  1.48 11.43  8.71 280 1018.2  11.8  12.3 999.0 99.0 99.00
2016 04 03 16 50 183  6.1  7.2  1.64 11.43  7.92 288 1018.4  11.6  12.3 999.0 99.0 99.00
2016 04 03 17 50 180  7.6  8.9  1.69 11.43  7.25 280 1018.4  12.0  12.3 999.0 99.0 99.00
2016 04 03 18 50 181  8.6 10.3  1.62 11.43  6.25 254 1018.6  12.1  12.3 999.0 99.0 99.00
2016 04 03 19 50 181  9.8 11.3  1.72 11.43  5.71 282 1018.6  11.6  12.3 999.0 99.0 99.00
2016 04 03 20 50 181 10.5 12.7  1.79 12.12  5.72 256 1018.4  11.6  12.3 999.0 99.0 99.00
2016 04 03 21 50 185 11.3 13.3  1.82  5.00  5.41 174 1018.1  11.8  12.3 999.0 99.0 99.00
2016 04 03 22 50 186 10.5 12.5  1.91  5.26  5.44 180 1017.9  11.8  12.2 999.0 99.0 99.00
2016 04 03 23 50 187  9.6 12.0  1.88  5.56  5.25 187 1017.9  12.0  12.2 999.0 99.0 99.00
2016 04 04 00 50 274  7.5  8.8  1.96  5.56  5.61 198 1018.6  11.6  12.3 999.0 99.0 99.00
2016 04 04 01 50 272  6.6  7.9  1.75 12.12  5.76 268 1018.8  11.2  12.3 999.0 99.0 99.00
2016 04 04 02 50 233  3.4  4.6  1.71 13.79  6.10 262 1019.2  11.3  12.2 999.0 99.0 99.00
2016 04 04 03 50 262  5.3  6.3  1.67 14.81  6.25 249 1020.3  12.2  12.2 999.0 99.0 99.00
2016 04 04 04 50 261  4.7  5.6  1.52 12.12  5.99 276 1021.4  12.2  12.2 999.0 99.0 99.00
2016 04 04 05 50 247  3.9  5.2  1.55 12.12  6.24 252 1022.0  12.2  12.2 999.0 99.0 99.00
2016 04 04 06 50 249  4.5  5.4  1.48 14.81  5.91 226 1022.6  12.2  12.1 999.0 99.0 99.00
2016 04 04 07 50 258  5.3  6.4  1.63 11.43  6.20 278 1023.3  12.1  12.0 999.0 99.0 99.00
2016 04 04 08 50 246  4.8  5.8  1.51 13.79  6.15 238 1023.6  12.1  12.0 999.0 99.0 99.00
2016 04 04 09 50 277  4.9  6.6  1.51 14.81  5.95 194 1024.1  11.3  11.9 999.0 99.0 99.00
2016 04 04 10 50 268  6.4  7.7  1.54 13.79  5.80 219 1024.6  11.6  11.9 999.0 99.0 99.00
2016 04 04 11 50 267  6.2  7.3  1.66 10.81  6.06 262 1024.9  11.2  11.9 999.0 99.0 99.00
2016 04 04 12 50 275  4.9  5.8  1.65  5.88  5.81 261 1025.5  11.4  12.1 999.0 99.0 99.00
2016 04 04 13 50 277  4.4  5.3  1.75 10.00  6.19 253 1026.0  11.3  12.2 999.0 99.0 99.00
2016 04 04 14 50 276  3.6  5.0  1.88  7.14  6.16 270 1027.0  10.7  12.2 999.0 99.0 99.00
2016 04 04 15 50 300  5.9  7.1  1.91  6.67  6.19 260 1027.9  11.3  12.1 999.0 99.0 99.00
2016 04 04 16 50 308  5.2  6.6  1.84  7.14  5.94 268 1028.6  11.2  12.1 999.0 99.0 99.00
2016 04 04 17 50 316  4.4  5.6  1.73  6.67  5.85 259 1029.4  11.1  12.2 999.0 99.0 99.00
2016 04 04 18 50 324  3.1  4.5  1.76  7.69  6.07 265 1030.5  11.3  12.3 999.0 99.0 99.00
2016 04 04 19 50 301  3.6  4.3  1.77  7.69  6.04 267 1030.9  11.5  12.4 999.0 99.0 99.00
2016 04 04 20 50 311  4.1  5.1  1.77  8.33  6.28 272 1031.5  11.5  12.5 999.0 99.0 99.00
2016 04 04 21 50 320  4.2  5.3  1.71  7.69  6.28 267 1031.4  11.5  12.6 999.0 99.0 99.00
2016 04 04 22 50 331  3.1  3.9  1.68  8.33  6.40 271 1031.4  11.6  12.7 999.0 99.0 99.00
2016 04 04 23 50 321  5.1  6.1  1.82 10.81  6.75 278 1031.9  11.6  12.7 999.0 99.0 99.00
2016 04 05 00 50 342  4.6  5.5  1.92  9.09  6.99 260 1031.3  11.6  12.6 999.0 99.0 99.00
2016 04 05 01 50 337  5.1  6.4  1.86 10.00  6.75 266 1031.3  11.6  12.5 999.0 99.0 99.00
2016 04 05 02 50 333  6.0  6.9  1.77  7.69  6.82 281 1031.6  11.4  12.4 999.0 99.0 99.00
2016 04 05 03 50 339  5.7  6.6  2.08  9.09  7.05 256 1032.0  11.4  12.4 999.0 99.0 99.00
2016 04 05 04 50 343  6.2  7.6  2.06 10.00  7.28 257 1032.5  11.5  12.3 999.0 99.0 99.00
2016 04 05 05 50 357  6.0  7.1  2.00 10.00  6.91 261 1032.5  11.4  12.2 999.0 99.0 99.00
2016 04 05 06 50   2  6.1  7.1  2.05 10.00  7.07 262 1032.3  11.3  12.2 999.0 99.0 99.00
2016 04 05 07 50  16  5.8  7.5  2.10  9.09  7.09 262 1032.1  11.3  12.2 999.0 99.0 99.00
2016 04 05 08 50   9  6.1  6.9  2.14 10.81  7.34 277 1032.8  11.1  12.2 999.0 99.0 99.00
2016 04 05 09 50  12  6.8  8.2  2.27 10.00  7.30 270 1032.5  11.2  12.2 999.0 99.0 99.00
2016 04 05 10 50  12  7.0  8.2  2.06 10.00  6.78 259 1032.1  11.0  12.2 999.0 99.0 99.00
2016 04 05 11 50  21  7.4  8.9  2.08 10.00  6.68 274 1032.4  10.8  12.2 999.0 99.0 99.00
2016 04 05 12 50  10  8.0  9.3  1.90  9.09  6.33 261 1032.5  10.8  12.1 999.0 99.0 99.00
2016 04 05 13 50   6  8.1  9.7  2.16 10.00  6.97 282 1032.2  10.6  12.1 999.0 99.0 99.00
2016 04 05 14 50  15  8.1  9.6  2.03  9.09  6.50 284 1031.7  10.3  12.1 999.0 99.0 99.00
2016 04 05 15 50 358  8.4 10.0  2.14 10.00  6.80 273 1032.2  10.4  12.0 999.0 99.0 99.00
2016 04 05 16 50 353  9.0 10.5  2.22 10.00  6.75 279 1032.6  10.6  12.0 999.0 99.0 99.00
2016 04 05 17 50   1  9.5 10.8  2.55 10.81  7.40 291 1032.6  10.9  12.0 999.0 99.0 99.00
2016 04 05 18 50 358 10.0 11.7  2.44 10.81  6.60 284 1032.6  11.2  11.9 999.0 99.0 99.00
2016 04 05 19 50 354 10.0 11.7  2.38 10.81  6.42 292 1032.3  11.5  11.9 999.0 99.0 99.00
2016 04 05 20 50 357 10.5 12.3  2.04 10.81  5.64 289 1031.7  11.8  11.9 999.0 99.0 99.00
2016 04 05 21 50 353 11.0 13.2  2.55 10.81  6.14 304 1031.0  11.8  12.0 999.0 99.0 99.00
2016 04 05 22 50 351 11.3 13.3  2.26 10.81  5.73 286 1030.3  12.0  11.9 999.0 99.0 99.00
2016 04 05 23 50 351 11.2 13.7  2.21 10.00  5.45 293 1029.5  12.0  11.8 999.0 99.0 99.00
2016 04 06 00 50 354 11.3 13.5  2.34 10.00  5.54 297 1028.6  12.0  11.8 999.0 99.0 99.00
2016 04 06 01 50 358 11.1 13.5  2.35  9.09  5.53 290 1027.8  12.2  11.9 999.0 99.0 99.00
2016 04 06 02 50 354 11.2 12.9  2.27 10.00  5.36 298 1027.4  12.2  11.9 999.0 99.0 99.00
2016 04 06 03 50 357 10.4 12.4  2.43  9.09  5.65 293 1027.7  12.2  11.9 999.0 99.0 99.00
2016 04 06 04 50 358 11.6 13.9  2.37 10.00  5.60 298 1027.7  12.2  12.0 999.0 99.0 99.00
2016 04 06 05 50   3 10.5 13.2  2.26  9.09  5.53 289 1027.8  12.3  12.0 999.0 99.0 99.00
2016 04 06 06 50 360 11.1 13.3  2.25 10.00  5.51 306 1027.2  12.3  12.0 999.0 99.0 99.00
2016 04 06 07 50 357 12.0 13.8  2.37 10.00  5.32 298 1026.8  12.3  12.0 999.0 99.0 99.00
2016 04 06 08 50   5 12.1 14.3  2.45  9.09  5.47 293 1026.3  12.4  11.9 999.0 99.0 99.00
2016 04 06 09 50   2 10.6 12.1  2.12  9.09  5.16 292 1025.8  12.4  11.9 999.0 99.0 99.00
2016 04 06 10 50 354 12.3 14.1  2.10  9.09  4.96 298 1025.0  12.5  11.9 999.0 99.0 99.00
2016 04 06 11 50 360 11.8 13.9  2.10  9.09  5.07 286 1024.4  12.6  11.9 999.0 99.0 99.00
2016 04 06 12 50 359 11.8 13.9  2.20  9.09  5.35 286 1023.7  12.6  11.8 999.0 99.0 99.00
2016 04 06 13 50 358 12.4 14.8  2.19  9.09  5.34 288 1023.2  12.6  11.8 999.0 99.0 99.00
2016 04 06 14 50 355 11.5 13.5  2.14  9.09  5.54 281 1023.1  12.5  11.7 999.0 99.0 99.00
2016 04 06 15 50 358 11.8 13.7  2.48 10.00  5.78 292 1022.6  12.4  11.8 999.0 99.0 99.00
2016 04 06 16 50 360 11.9 14.5  2.45 11.43  5.83 290 1021.9  12.6  11.8 999.0 99.0 99.00
2016 04 06 17 50   3 12.7 15.2  2.48 11.43  5.84 289 1020.9  12.7  11.8 999.0 99.0 99.00
2016 04 06 18 50   1 11.7 13.5  2.57 10.81  5.86 287 1019.9  13.2  11.9 999.0 99.0 99.00
2016 04 06 19 50 360 11.8 14.1  2.55 10.81  6.01 304 1018.9  13.7  11.8 999.0 99.0 99.00
2016 04 06 20 50 360 11.2 13.3  2.50 10.81  5.66 275 1018.5  14.0  11.7 999.0 99.0 99.00
2016 04 06 21 50   5 11.2 12.9  2.55 11.43  5.78 283 1017.5  14.3  11.7 999.0 99.0 99.00
2016 04 06 22 50   3 10.2 12.5  2.38 10.81  5.71 275 1016.6  14.4  11.8 999.0 99.0 99.00
2016 04 06 23 50   4  8.8 10.5  2.34 10.81  5.93 283 1015.8  14.1  11.8 999.0 99.0 99.00
2016 04 07 01 50  18  4.5  5.4  2.18 11.43  6.53 277 1014.7  13.6  11.8 999.0 99.0 99.00
2016 04 07 02 50   3  3.6  4.4  2.04 10.81  6.59 287 1014.4  13.5  11.8 999.0 99.0 99.00
2016 04 07 03 50   4  3.1  3.5  1.96 11.43  6.76 266 1014.4  13.3  11.7 999.0 99.0 99.00
