year,doy,profile_idx,profile_num,date,index,cluster,month
2016,224,2391,2,2016-08-11,1731,0,8
2016,224,2392,3,2016-08-11,1732,0,8
2016,224,2393,4,2016-08-11,1733,0,8
2016,224,2394,5,2016-08-11,1734,0,8
2016,224,2395,6,2016-08-11,1735,0,8
2016,224,2396,7,2016-08-11,1736,0,8
2016,224,2397,8,2016-08-11,1737,0,8
2016,224,2398,9,2016-08-11,1738,0,8
2016,225,2399,1,2016-08-12,1739,0,8
2016,225,2400,2,2016-08-12,1740,0,8
2016,225,2401,3,2016-08-12,1741,0,8
2016,225,2402,4,2016-08-12,1742,0,8
2016,226,2403,1,2016-08-13,1743,0,8
2016,226,2404,2,2016-08-13,1744,0,8
2016,226,2405,3,2016-08-13,1745,0,8
2016,226,2406,4,2016-08-13,1746,0,8
2016,226,2407,5,2016-08-13,1747,0,8
2016,226,2408,6,2016-08-13,1748,0,8
2016,226,2409,7,2016-08-13,1749,0,8
2016,226,2410,8,2016-08-13,1750,0,8
2016,226,2411,9,2016-08-13,1751,0,8
2016,227,2412,1,2016-08-14,1752,0,8
2016,227,2413,2,2016-08-14,1753,0,8
2016,227,2414,3,2016-08-14,1754,0,8
2016,227,2415,4,2016-08-14,1755,0,8
2016,227,2416,5,2016-08-14,1756,0,8
2016,227,2417,6,2016-08-14,1757,0,8
2016,227,2418,7,2016-08-14,1758,0,8
2016,227,2419,8,2016-08-14,1759,0,8
2016,227,2420,9,2016-08-14,1760,0,8
2016,228,2421,1,2016-08-15,1761,0,8
2016,228,2422,2,2016-08-15,1762,0,8
2016,228,2423,3,2016-08-15,1763,0,8
2016,228,2424,4,2016-08-15,1764,0,8
2016,228,2425,5,2016-08-15,1765,0,8
2016,228,2426,6,2016-08-15,1766,0,8
2016,228,2427,7,2016-08-15,1767,0,8
2016,228,2428,8,2016-08-15,1768,0,8
2016,228,2429,9,2016-08-15,1769,0,8
2016,229,2430,1,2016-08-16,1770,0,8
2016,229,2431,2,2016-08-16,1771,0,8
2016,229,2432,3,2016-08-16,1772,0,8
2016,229,2433,4,2016-08-16,1773,0,8
2016,229,2434,5,2016-08-16,1774,0,8
2016,229,2435,6,2016-08-16,1775,0,8
2016,229,2436,7,2016-08-16,1776,0,8
2016,229,2437,8,2016-08-16,1777,0,8
2016,229,2438,9,2016-08-16,1778,0,8
2016,230,2439,1,2016-08-17,1779,0,8
2016,230,2440,2,2016-08-17,1780,0,8
2016,230,2441,3,2016-08-17,1781,0,8
2016,230,2442,4,2016-08-17,1782,0,8
2016,230,2443,5,2016-08-17,1783,0,8
2016,230,2444,6,2016-08-17,1784,0,8
2016,230,2445,7,2016-08-17,1785,0,8
2016,230,2446,8,2016-08-17,1786,0,8
2016,230,2447,9,2016-08-17,1787,0,8
2016,231,2448,1,2016-08-18,1788,0,8
2016,231,2449,2,2016-08-18,1789,0,8
2016,231,2450,3,2016-08-18,1790,0,8
2016,231,2451,4,2016-08-18,1791,0,8
2016,231,2452,5,2016-08-18,1792,0,8
2016,231,2453,6,2016-08-18,1793,0,8
2016,231,2454,7,2016-08-18,1794,0,8
2016,231,2455,8,2016-08-18,1795,0,8
2016,231,2456,9,2016-08-18,1796,0,8
2016,232,2457,1,2016-08-19,1797,0,8
2016,232,2458,2,2016-08-19,1798,0,8
2016,232,2459,3,2016-08-19,1799,0,8
2016,232,2460,4,2016-08-19,1800,0,8
2016,232,2461,5,2016-08-19,1801,0,8
2016,232,2462,6,2016-08-19,1802,0,8
2016,232,2463,7,2016-08-19,1803,0,8
2016,232,2464,8,2016-08-19,1804,0,8
2016,232,2465,9,2016-08-19,1805,0,8
2016,233,2466,1,2016-08-20,1806,0,8
2016,233,2467,2,2016-08-20,1807,0,8
2016,233,2468,3,2016-08-20,1808,0,8
2016,233,2469,4,2016-08-20,1809,0,8
2016,233,2470,5,2016-08-20,1810,0,8
2016,233,2471,6,2016-08-20,1811,0,8
2016,233,2472,7,2016-08-20,1812,0,8
2016,233,2473,8,2016-08-20,1813,0,8
2016,233,2474,9,2016-08-20,1814,0,8
2016,234,2475,1,2016-08-21,1815,0,8
2016,234,2476,2,2016-08-21,1816,0,8
2016,234,2477,3,2016-08-21,1817,0,8
2016,234,2478,4,2016-08-21,1818,0,8
2016,234,2479,5,2016-08-21,1819,0,8
2016,234,2480,6,2016-08-21,1820,0,8
2016,234,2481,7,2016-08-21,1821,0,8
2016,234,2482,8,2016-08-21,1822,0,8
2016,234,2483,9,2016-08-21,1823,0,8
2016,235,2484,1,2016-08-22,1824,0,8
2016,235,2485,2,2016-08-22,1825,0,8
2016,235,2486,3,2016-08-22,1826,0,8
2016,235,2487,4,2016-08-22,1827,0,8
2016,235,2488,5,2016-08-22,1828,0,8
2016,235,2489,6,2016-08-22,1829,0,8
2016,235,2490,7,2016-08-22,1830,0,8
2016,235,2491,8,2016-08-22,1831,0,8
2016,235,2492,9,2016-08-22,1832,0,8
2016,236,2493,1,2016-08-23,1833,0,8
2016,236,2494,2,2016-08-23,1834,0,8
2016,236,2495,3,2016-08-23,1835,0,8
2016,236,2496,4,2016-08-23,1836,0,8
2016,236,2497,5,2016-08-23,1837,0,8
2016,236,2498,6,2016-08-23,1838,0,8
2016,236,2499,7,2016-08-23,1839,0,8
2016,236,2500,8,2016-08-23,1840,0,8
2016,236,2501,9,2016-08-23,1841,0,8
2016,237,2502,1,2016-08-24,1842,0,8
2016,237,2503,2,2016-08-24,1843,0,8
2016,237,2504,3,2016-08-24,1844,0,8
2016,237,2505,4,2016-08-24,1845,0,8
2016,237,2506,5,2016-08-24,1846,0,8
2016,237,2507,6,2016-08-24,1847,0,8
2016,237,2508,7,2016-08-24,1848,0,8
2016,237,2509,8,2016-08-24,1849,0,8
2016,237,2510,9,2016-08-24,1850,0,8
2016,238,2511,1,2016-08-25,1851,0,8
2016,238,2512,2,2016-08-25,1852,0,8
2016,238,2513,3,2016-08-25,1853,0,8
2016,238,2514,4,2016-08-25,1854,0,8
2016,238,2515,5,2016-08-25,1855,0,8
2016,238,2516,6,2016-08-25,1856,0,8
2016,238,2517,7,2016-08-25,1857,0,8
2016,238,2518,8,2016-08-25,1858,0,8
2016,238,2519,9,2016-08-25,1859,0,8
2016,239,2520,1,2016-08-26,1860,0,8
2016,239,2521,2,2016-08-26,1861,0,8
2016,239,2522,3,2016-08-26,1862,0,8
2016,239,2523,4,2016-08-26,1863,0,8
2016,239,2524,5,2016-08-26,1864,0,8
2016,239,2525,6,2016-08-26,1865,0,8
2016,239,2526,7,2016-08-26,1866,0,8
2016,239,2527,8,2016-08-26,1867,0,8
2016,239,2528,9,2016-08-26,1868,0,8
2016,240,2529,1,2016-08-27,1869,0,8
2016,240,2530,2,2016-08-27,1870,0,8
2016,240,2531,3,2016-08-27,1871,0,8
2016,240,2532,4,2016-08-27,1872,0,8
2016,240,2533,5,2016-08-27,1873,0,8
2016,240,2534,6,2016-08-27,1874,0,8
2016,240,2535,7,2016-08-27,1875,0,8
2016,240,2536,8,2016-08-27,1876,0,8
2016,240,2537,9,2016-08-27,1877,0,8
2016,241,2538,1,2016-08-28,1878,0,8
2016,241,2539,2,2016-08-28,1879,0,8
2016,241,2540,3,2016-08-28,1880,0,8
2016,241,2541,4,2016-08-28,1881,0,8
2016,241,2542,5,2016-08-28,1882,0,8
2016,241,2543,6,2016-08-28,1883,0,8
2016,241,2544,7,2016-08-28,1884,0,8
2016,241,2545,8,2016-08-28,1885,0,8
2016,241,2546,9,2016-08-28,1886,0,8
2016,242,2547,1,2016-08-29,1887,0,8
2016,242,2548,2,2016-08-29,1888,0,8
2016,242,2549,3,2016-08-29,1889,0,8
2016,242,2550,4,2016-08-29,1890,0,8
2016,242,2551,5,2016-08-29,1891,0,8
2016,242,2552,6,2016-08-29,1892,0,8
2016,242,2553,7,2016-08-29,1893,0,8
2016,242,2554,8,2016-08-29,1894,0,8
2016,242,2555,9,2016-08-29,1895,0,8
2016,243,2556,1,2016-08-30,1896,0,8
2016,243,2557,2,2016-08-30,1897,0,8
2016,243,2558,3,2016-08-30,1898,0,8
2016,243,2559,4,2016-08-30,1899,0,8
2016,243,2560,5,2016-08-30,1900,0,8
2016,243,2561,6,2016-08-30,1901,0,8
2016,243,2562,7,2016-08-30,1902,0,8
2016,243,2563,8,2016-08-30,1903,0,8
2016,243,2564,9,2016-08-30,1904,0,8
2016,244,2565,1,2016-08-31,1905,0,8
2016,244,2566,2,2016-08-31,1906,0,8
2016,244,2567,3,2016-08-31,1907,0,8
2016,244,2568,4,2016-08-31,1908,0,8
2016,244,2569,5,2016-08-31,1909,0,8
2016,244,2570,6,2016-08-31,1910,0,8
2016,244,2571,7,2016-08-31,1911,0,8
2016,244,2572,8,2016-08-31,1912,0,8
2016,244,2573,9,2016-08-31,1913,0,8
2016,245,2574,1,2016-09-01,1914,0,9
2016,245,2575,2,2016-09-01,1915,0,9
2016,245,2576,3,2016-09-01,1916,0,9
2016,245,2577,4,2016-09-01,1917,0,9
2016,245,2578,5,2016-09-01,1918,0,9
2016,245,2579,6,2016-09-01,1919,0,9
2016,245,2580,7,2016-09-01,1920,0,9
2016,245,2581,8,2016-09-01,1921,0,9
2016,245,2582,9,2016-09-01,1922,0,9
2016,246,2583,1,2016-09-02,1923,0,9
2016,246,2584,2,2016-09-02,1924,0,9
2016,246,2585,3,2016-09-02,1925,0,9
2016,246,2586,4,2016-09-02,1926,0,9
2016,246,2587,5,2016-09-02,1927,0,9
2016,246,2588,6,2016-09-02,1928,0,9
2016,246,2589,7,2016-09-02,1929,0,9
2016,246,2590,8,2016-09-02,1930,0,9
2016,246,2591,9,2016-09-02,1931,0,9
2016,247,2592,1,2016-09-03,1932,0,9
2016,247,2593,2,2016-09-03,1933,0,9
2016,247,2594,3,2016-09-03,1934,0,9
2016,247,2595,4,2016-09-03,1935,0,9
2016,247,2596,5,2016-09-03,1936,0,9
2016,247,2597,6,2016-09-03,1937,0,9
2016,247,2598,7,2016-09-03,1938,0,9
2016,247,2599,8,2016-09-03,1939,0,9
2016,247,2600,9,2016-09-03,1940,0,9
2016,248,2601,1,2016-09-04,1941,0,9
2016,248,2602,2,2016-09-04,1942,0,9
2016,248,2603,3,2016-09-04,1943,0,9
2016,248,2604,4,2016-09-04,1944,0,9
2016,248,2605,5,2016-09-04,1945,0,9
2016,248,2606,6,2016-09-04,1946,0,9
2016,248,2607,7,2016-09-04,1947,0,9
2016,248,2608,8,2016-09-04,1948,0,9
2016,248,2609,9,2016-09-04,1949,0,9
2016,249,2610,1,2016-09-05,1950,0,9
2016,249,2611,2,2016-09-05,1951,0,9
2016,249,2612,3,2016-09-05,1952,0,9
2016,249,2613,4,2016-09-05,1953,0,9
2016,249,2614,5,2016-09-05,1954,0,9
2016,249,2615,6,2016-09-05,1955,0,9
2016,249,2616,7,2016-09-05,1956,0,9
2016,249,2617,8,2016-09-05,1957,0,9
2016,249,2618,9,2016-09-05,1958,0,9
2016,250,2619,1,2016-09-06,1959,0,9
2016,250,2620,2,2016-09-06,1960,0,9
2016,250,2621,3,2016-09-06,1961,0,9
2016,250,2622,4,2016-09-06,1962,0,9
2016,250,2623,5,2016-09-06,1963,0,9
2016,250,2624,6,2016-09-06,1964,0,9
2016,250,2625,7,2016-09-06,1965,0,9
2016,250,2626,8,2016-09-06,1966,0,9
2016,251,2627,1,2016-09-07,1967,0,9
2016,251,2628,2,2016-09-07,1968,0,9
2016,251,2629,3,2016-09-07,1969,0,9
2016,251,2630,4,2016-09-07,1970,0,9
2016,251,2631,5,2016-09-07,1971,0,9
2016,251,2632,6,2016-09-07,1972,0,9
2016,251,2633,7,2016-09-07,1973,0,9
2016,251,2634,8,2016-09-07,1974,0,9
2016,251,2635,9,2016-09-07,1975,0,9
2016,252,2636,1,2016-09-08,1976,0,9
2016,252,2637,2,2016-09-08,1977,0,9
2016,252,2638,3,2016-09-08,1978,0,9
2016,252,2639,4,2016-09-08,1979,0,9
2016,252,2640,5,2016-09-08,1980,0,9
2016,252,2641,6,2016-09-08,1981,0,9
2016,252,2642,7,2016-09-08,1982,0,9
2016,252,2643,8,2016-09-08,1983,0,9
2016,252,2644,9,2016-09-08,1984,0,9
2016,253,2645,1,2016-09-09,1985,0,9
2016,253,2646,2,2016-09-09,1986,0,9
2016,253,2647,3,2016-09-09,1987,0,9
2016,253,2648,4,2016-09-09,1988,0,9
2016,253,2649,5,2016-09-09,1989,0,9
2016,253,2650,6,2016-09-09,1990,0,9
2016,256,2651,1,2016-09-12,1991,0,9
2016,257,2652,1,2016-09-13,1992,0,9
2016,257,2653,2,2016-09-13,1993,0,9
2016,257,2654,3,2016-09-13,1994,0,9
2016,257,2655,4,2016-09-13,1995,0,9
2016,257,2656,5,2016-09-13,1996,0,9
2016,257,2657,6,2016-09-13,1997,0,9
2016,257,2658,7,2016-09-13,1998,0,9
2016,257,2659,8,2016-09-13,1999,0,9
2016,257,2660,9,2016-09-13,2000,0,9
2016,258,2661,1,2016-09-14,2001,0,9
2016,258,2662,2,2016-09-14,2002,0,9
2016,258,2663,3,2016-09-14,2003,0,9
2016,258,2664,4,2016-09-14,2004,0,9
2016,258,2665,5,2016-09-14,2005,0,9
2016,258,2666,6,2016-09-14,2006,0,9
2016,258,2667,7,2016-09-14,2007,0,9
2016,258,2668,8,2016-09-14,2008,0,9
2016,258,2669,9,2016-09-14,2009,0,9
2016,259,2670,1,2016-09-15,2010,0,9
2016,259,2671,2,2016-09-15,2011,0,9
2016,259,2672,3,2016-09-15,2012,0,9
2016,259,2673,4,2016-09-15,2013,0,9
2016,259,2674,5,2016-09-15,2014,0,9
2016,259,2675,6,2016-09-15,2015,0,9
2016,259,2676,7,2016-09-15,2016,0,9
2016,259,2677,8,2016-09-15,2017,0,9
2016,259,2678,9,2016-09-15,2018,0,9
2016,260,2679,1,2016-09-16,2019,0,9
2016,260,2680,2,2016-09-16,2020,0,9
2016,260,2681,3,2016-09-16,2021,0,9
2016,260,2682,4,2016-09-16,2022,0,9
2016,260,2683,5,2016-09-16,2023,0,9
2016,260,2684,6,2016-09-16,2024,0,9
2016,260,2685,7,2016-09-16,2025,0,9
2016,260,2686,8,2016-09-16,2026,0,9
2016,260,2687,9,2016-09-16,2027,0,9
2016,261,2688,1,2016-09-17,2028,0,9
2016,261,2689,2,2016-09-17,2029,0,9
2016,261,2690,3,2016-09-17,2030,0,9
2016,261,2691,4,2016-09-17,2031,0,9
2016,261,2692,5,2016-09-17,2032,0,9
2016,261,2693,6,2016-09-17,2033,0,9
2016,261,2694,7,2016-09-17,2034,0,9
2016,261,2695,8,2016-09-17,2035,0,9
2016,261,2696,9,2016-09-17,2036,0,9
2016,262,2697,1,2016-09-18,2037,0,9
2016,262,2698,2,2016-09-18,2038,0,9
2016,262,2699,3,2016-09-18,2039,0,9
2016,262,2700,4,2016-09-18,2040,0,9
2016,262,2701,5,2016-09-18,2041,0,9
2016,262,2702,6,2016-09-18,2042,0,9
2016,262,2703,7,2016-09-18,2043,0,9
2016,262,2704,8,2016-09-18,2044,0,9
2016,262,2705,9,2016-09-18,2045,0,9
2016,263,2706,1,2016-09-19,2046,0,9
2016,263,2707,2,2016-09-19,2047,0,9
2016,263,2708,3,2016-09-19,2048,0,9
2016,263,2709,4,2016-09-19,2049,0,9
2016,263,2710,5,2016-09-19,2050,0,9
2016,263,2711,6,2016-09-19,2051,0,9
2016,263,2712,7,2016-09-19,2052,0,9
2016,263,2713,8,2016-09-19,2053,0,9
2016,263,2714,9,2016-09-19,2054,0,9
2016,264,2715,1,2016-09-20,2055,0,9
2016,264,2716,2,2016-09-20,2056,0,9
2016,264,2717,3,2016-09-20,2057,0,9
2016,264,2718,4,2016-09-20,2058,0,9
2016,264,2719,5,2016-09-20,2059,0,9
2016,264,2720,6,2016-09-20,2060,0,9
2016,264,2721,7,2016-09-20,2061,0,9
2016,264,2722,8,2016-09-20,2062,0,9
2016,264,2723,9,2016-09-20,2063,0,9
2016,265,2724,1,2016-09-21,2064,0,9
2016,265,2725,2,2016-09-21,2065,0,9
2016,265,2726,3,2016-09-21,2066,0,9
2016,265,2727,4,2016-09-21,2067,0,9
2016,265,2728,5,2016-09-21,2068,0,9
2016,265,2729,6,2016-09-21,2069,0,9
2016,265,2730,7,2016-09-21,2070,0,9
2016,265,2731,8,2016-09-21,2071,0,9
2016,265,2732,9,2016-09-21,2072,0,9
2016,266,2733,1,2016-09-22,2073,0,9
2016,266,2734,2,2016-09-22,2074,0,9
2016,266,2735,3,2016-09-22,2075,0,9
2016,266,2736,4,2016-09-22,2076,0,9
2016,266,2737,5,2016-09-22,2077,0,9
2016,266,2738,6,2016-09-22,2078,0,9
2016,266,2739,7,2016-09-22,2079,0,9
2016,266,2740,8,2016-09-22,2080,0,9
2016,266,2741,9,2016-09-22,2081,0,9
2016,267,2742,1,2016-09-23,2082,0,9
2016,267,2743,2,2016-09-23,2083,0,9
2016,267,2744,3,2016-09-23,2084,0,9
2016,267,2745,4,2016-09-23,2085,0,9
2016,267,2746,5,2016-09-23,2086,0,9
2016,267,2747,6,2016-09-23,2087,0,9
2016,267,2748,7,2016-09-23,2088,0,9
2016,267,2749,8,2016-09-23,2089,0,9
2016,267,2750,9,2016-09-23,2090,0,9
2016,268,2751,1,2016-09-24,2091,0,9
2016,268,2752,2,2016-09-24,2092,0,9
2016,268,2753,3,2016-09-24,2093,0,9
2016,268,2754,4,2016-09-24,2094,0,9
2016,268,2755,5,2016-09-24,2095,0,9
2016,268,2756,6,2016-09-24,2096,0,9
2016,268,2757,7,2016-09-24,2097,0,9
2016,268,2758,8,2016-09-24,2098,0,9
2016,268,2759,9,2016-09-24,2099,0,9
2016,269,2760,1,2016-09-25,2100,0,9
2016,269,2761,2,2016-09-25,2101,0,9
2016,269,2762,3,2016-09-25,2102,0,9
2016,269,2763,4,2016-09-25,2103,0,9
2016,269,2764,5,2016-09-25,2104,0,9
2016,269,2765,6,2016-09-25,2105,0,9
2016,269,2766,7,2016-09-25,2106,0,9
2016,269,2767,8,2016-09-25,2107,0,9
2016,269,2768,9,2016-09-25,2108,0,9
2016,270,2769,1,2016-09-26,2109,0,9
2016,270,2770,2,2016-09-26,2110,0,9
2016,270,2771,3,2016-09-26,2111,0,9
2016,270,2772,4,2016-09-26,2112,0,9
2016,270,2773,5,2016-09-26,2113,0,9
2016,270,2774,6,2016-09-26,2114,0,9
2016,270,2775,7,2016-09-26,2115,0,9
2016,270,2776,8,2016-09-26,2116,0,9
2016,270,2777,9,2016-09-26,2117,0,9
2016,271,2778,1,2016-09-27,2118,0,9
2016,271,2779,2,2016-09-27,2119,0,9
2016,271,2780,3,2016-09-27,2120,0,9
2016,271,2781,4,2016-09-27,2121,0,9
2016,271,2782,5,2016-09-27,2122,0,9
2016,271,2783,6,2016-09-27,2123,0,9
2016,271,2784,7,2016-09-27,2124,0,9
2016,271,2785,8,2016-09-27,2125,0,9
2016,271,2786,9,2016-09-27,2126,0,9
2016,272,2787,1,2016-09-28,2127,0,9
2016,272,2788,2,2016-09-28,2128,0,9
2016,272,2789,3,2016-09-28,2129,0,9
2016,272,2790,4,2016-09-28,2130,0,9
2016,272,2791,5,2016-09-28,2131,0,9
2016,272,2792,6,2016-09-28,2132,0,9
2016,272,2793,7,2016-09-28,2133,0,9
2016,272,2794,8,2016-09-28,2134,0,9
2016,272,2795,9,2016-09-28,2135,0,9
2016,273,2796,1,2016-09-29,2136,0,9
2016,273,2797,2,2016-09-29,2137,0,9
2016,273,2798,3,2016-09-29,2138,0,9
2016,273,2799,4,2016-09-29,2139,0,9
2016,273,2800,5,2016-09-29,2140,0,9
2016,273,2801,6,2016-09-29,2141,0,9
2016,273,2802,7,2016-09-29,2142,0,9
2016,273,2803,8,2016-09-29,2143,0,9
2016,273,2804,9,2016-09-29,2144,0,9
2016,274,2805,1,2016-09-30,2145,0,9
2016,274,2806,2,2016-09-30,2146,0,9
2016,274,2807,3,2016-09-30,2147,0,9
2016,274,2808,4,2016-09-30,2148,0,9
2016,274,2809,5,2016-09-30,2149,0,9
2016,274,2810,6,2016-09-30,2150,0,9
2016,274,2811,7,2016-09-30,2151,0,9
2016,274,2812,8,2016-09-30,2152,0,9
2016,274,2813,9,2016-09-30,2153,0,9
2016,275,2814,1,2016-10-01,2154,0,10
2016,275,2815,2,2016-10-01,2155,0,10
2016,275,2816,3,2016-10-01,2156,0,10
2016,275,2817,4,2016-10-01,2157,0,10
2016,275,2818,5,2016-10-01,2158,0,10
2016,275,2819,6,2016-10-01,2159,0,10
2016,275,2820,7,2016-10-01,2160,0,10
2016,275,2821,8,2016-10-01,2161,0,10
2016,275,2822,9,2016-10-01,2162,0,10
2016,276,2823,1,2016-10-02,2163,0,10
2016,276,2824,2,2016-10-02,2164,0,10
2016,276,2825,3,2016-10-02,2165,0,10
2016,276,2826,4,2016-10-02,2166,0,10
2016,276,2827,5,2016-10-02,2167,0,10
2016,276,2828,6,2016-10-02,2168,0,10
2016,276,2829,7,2016-10-02,2169,0,10
2016,276,2830,8,2016-10-02,2170,0,10
2016,276,2831,9,2016-10-02,2171,0,10
2016,277,2832,1,2016-10-03,2172,0,10
2016,277,2833,2,2016-10-03,2173,0,10
2016,277,2834,3,2016-10-03,2174,0,10
2016,277,2835,4,2016-10-03,2175,0,10
2016,277,2836,5,2016-10-03,2176,0,10
2016,277,2837,6,2016-10-03,2177,0,10
2016,277,2838,7,2016-10-03,2178,0,10
2016,277,2839,8,2016-10-03,2179,0,10
2016,277,2840,9,2016-10-03,2180,0,10
2016,278,2841,1,2016-10-04,2181,0,10
2016,278,2842,2,2016-10-04,2182,0,10
2016,278,2843,3,2016-10-04,2183,0,10
2016,278,2844,4,2016-10-04,2184,0,10
2016,278,2845,5,2016-10-04,2185,0,10
2016,278,2846,6,2016-10-04,2186,0,10
2016,278,2847,7,2016-10-04,2187,0,10
2016,278,2848,8,2016-10-04,2188,0,10
2016,278,2849,9,2016-10-04,2189,0,10
2016,279,2850,1,2016-10-05,2190,0,10
2016,279,2851,2,2016-10-05,2191,0,10
2016,279,2852,3,2016-10-05,2192,0,10
2016,279,2853,4,2016-10-05,2193,0,10
2016,279,2854,5,2016-10-05,2194,0,10
2016,279,2855,6,2016-10-05,2195,0,10
2016,279,2856,7,2016-10-05,2196,0,10
2016,279,2857,8,2016-10-05,2197,0,10
2016,279,2858,9,2016-10-05,2198,0,10
2016,280,2859,1,2016-10-06,2199,0,10
2016,280,2860,2,2016-10-06,2200,0,10
2016,280,2861,3,2016-10-06,2201,0,10
2016,280,2862,4,2016-10-06,2202,0,10
2016,280,2863,5,2016-10-06,2203,0,10
2016,280,2864,6,2016-10-06,2204,0,10
2016,280,2865,7,2016-10-06,2205,0,10
2016,280,2866,8,2016-10-06,2206,0,10
2016,280,2867,9,2016-10-06,2207,0,10
2016,281,2868,1,2016-10-07,2208,0,10
2016,281,2869,2,2016-10-07,2209,0,10
2016,281,2870,3,2016-10-07,2210,0,10
2016,281,2871,4,2016-10-07,2211,0,10
2016,281,2872,5,2016-10-07,2212,0,10
2016,281,2873,6,2016-10-07,2213,0,10
2016,281,2874,7,2016-10-07,2214,0,10
2016,281,2875,8,2016-10-07,2215,0,10
2016,281,2876,9,2016-10-07,2216,0,10
2016,282,2877,1,2016-10-08,2217,0,10
2016,282,2878,2,2016-10-08,2218,0,10
2016,282,2879,3,2016-10-08,2219,0,10
2016,282,2880,4,2016-10-08,2220,0,10
2016,282,2881,5,2016-10-08,2221,0,10
2016,282,2882,6,2016-10-08,2222,0,10
2016,282,2883,7,2016-10-08,2223,0,10
2016,282,2884,8,2016-10-08,2224,0,10
2016,282,2885,9,2016-10-08,2225,0,10
2016,283,2886,1,2016-10-09,2226,0,10
2016,283,2887,2,2016-10-09,2227,0,10
2016,283,2888,3,2016-10-09,2228,0,10
2016,283,2889,4,2016-10-09,2229,0,10
2016,283,2890,5,2016-10-09,2230,0,10
2016,283,2891,6,2016-10-09,2231,0,10
2016,283,2892,7,2016-10-09,2232,0,10
2016,283,2893,8,2016-10-09,2233,0,10
2016,283,2894,9,2016-10-09,2234,0,10
2016,284,2895,1,2016-10-10,2235,0,10
2016,284,2896,2,2016-10-10,2236,0,10
2016,284,2897,3,2016-10-10,2237,0,10
2016,284,2898,4,2016-10-10,2238,0,10
2016,284,2899,5,2016-10-10,2239,0,10
2016,284,2900,6,2016-10-10,2240,0,10
2016,284,2901,7,2016-10-10,2241,0,10
2016,284,2902,8,2016-10-10,2242,0,10
2016,284,2903,9,2016-10-10,2243,0,10
2016,285,2904,1,2016-10-11,2244,0,10
2016,285,2905,2,2016-10-11,2245,0,10
2016,285,2906,3,2016-10-11,2246,0,10
2016,285,2907,4,2016-10-11,2247,0,10
2016,285,2908,5,2016-10-11,2248,0,10
2016,285,2909,6,2016-10-11,2249,0,10
2016,285,2910,7,2016-10-11,2250,0,10
2016,285,2911,8,2016-10-11,2251,0,10
2016,285,2912,9,2016-10-11,2252,0,10
2016,286,2913,1,2016-10-12,2253,0,10
2016,286,2914,2,2016-10-12,2254,0,10
2016,286,2915,3,2016-10-12,2255,0,10
2016,286,2916,4,2016-10-12,2256,0,10
2016,286,2917,5,2016-10-12,2257,0,10
2016,286,2918,6,2016-10-12,2258,0,10
2016,286,2919,7,2016-10-12,2259,0,10
2016,286,2920,8,2016-10-12,2260,0,10
2016,286,2921,9,2016-10-12,2261,0,10
2016,287,2922,1,2016-10-13,2262,0,10
2016,287,2923,2,2016-10-13,2263,0,10
2016,287,2924,3,2016-10-13,2264,0,10
2016,287,2925,4,2016-10-13,2265,0,10
2016,287,2926,5,2016-10-13,2266,0,10
2016,287,2927,6,2016-10-13,2267,0,10
2016,287,2928,7,2016-10-13,2268,0,10
2016,287,2929,8,2016-10-13,2269,0,10
2016,287,2930,9,2016-10-13,2270,0,10
2016,288,2931,1,2016-10-14,2271,0,10
2016,288,2932,2,2016-10-14,2272,0,10
2016,288,2933,3,2016-10-14,2273,0,10
2016,288,2934,4,2016-10-14,2274,0,10
2016,288,2935,5,2016-10-14,2275,0,10
2016,288,2936,6,2016-10-14,2276,0,10
2016,288,2937,7,2016-10-14,2277,0,10
2016,288,2938,8,2016-10-14,2278,0,10
2016,288,2939,9,2016-10-14,2279,0,10
2016,289,2940,1,2016-10-15,2280,0,10
2016,289,2941,2,2016-10-15,2281,0,10
2016,289,2942,3,2016-10-15,2282,0,10
2016,289,2943,4,2016-10-15,2283,0,10
2016,289,2944,5,2016-10-15,2284,0,10
2016,289,2945,6,2016-10-15,2285,0,10
2016,289,2946,7,2016-10-15,2286,0,10
2016,289,2947,8,2016-10-15,2287,0,10
2016,289,2948,9,2016-10-15,2288,0,10
2016,290,2949,1,2016-10-16,2289,0,10
2016,290,2950,2,2016-10-16,2290,0,10
2016,290,2951,3,2016-10-16,2291,0,10
2016,290,2952,4,2016-10-16,2292,0,10
2016,290,2953,5,2016-10-16,2293,0,10
2016,290,2954,6,2016-10-16,2294,0,10
2016,290,2955,7,2016-10-16,2295,0,10
2016,290,2956,8,2016-10-16,2296,0,10
2016,290,2957,9,2016-10-16,2297,0,10
2016,291,2958,1,2016-10-17,2298,0,10
2016,291,2959,2,2016-10-17,2299,0,10
2016,291,2960,3,2016-10-17,2300,0,10
2016,291,2961,4,2016-10-17,2301,0,10
2016,291,2962,5,2016-10-17,2302,0,10
2016,291,2963,6,2016-10-17,2303,0,10
2016,291,2964,7,2016-10-17,2304,0,10
2016,291,2965,8,2016-10-17,2305,0,10
2016,291,2966,9,2016-10-17,2306,0,10
2016,292,2967,1,2016-10-18,2307,0,10
2016,292,2968,2,2016-10-18,2308,0,10
2016,292,2969,3,2016-10-18,2309,0,10
2016,292,2970,4,2016-10-18,2310,0,10
2016,292,2971,5,2016-10-18,2311,0,10
2016,292,2972,6,2016-10-18,2312,0,10
